amount,hour,location_mismatch,txn_frequency,card_type,merchant_category,is_fraud
260.45,15,0,13,1,2,0
17.64,16,0,1,0,0,0
337.65,21,0,3,0,0,0
23.04,6,0,17,1,3,0
135.31,19,0,5,0,2,0
79.12,7,0,6,1,3,0
215.83,7,0,17,0,0,0
80.74,22,0,10,0,3,0
76.48,10,0,11,1,1,0
21.75,14,0,13,1,0,0
18.18,17,0,10,1,2,0
248.28,5,1,14,0,2,0
39.73,21,0,13,1,3,0
46.53,11,1,4,1,0,0
142.64,14,0,17,1,2,0
41.37,22,0,18,0,3,0
303.79,5,0,11,1,3,0
133.91,17,0,10,1,0,0
90.99,23,0,18,0,2,0
212.78,19,1,19,1,2,1
5.09,8,0,9,1,2,0
29.71,7,0,5,1,0,0
62.56,13,0,1,1,0,0
25.74,18,0,5,0,0,0
136.22,18,0,3,1,1,1
251.59,7,1,1,1,3,0
55.12,1,0,19,1,1,1
41.88,3,1,6,1,1,1
325.84,5,0,10,1,2,0
58.85,2,0,5,0,2,1
67.15,2,0,12,1,3,0
43.33,18,0,12,1,3,0
240.29,10,0,17,1,0,0
84.15,9,0,2,0,2,0
143.62,11,1,14,1,1,0
167.03,13,0,12,0,3,0
41.83,17,1,13,1,3,1
56.86,23,0,5,1,1,0
188.7,8,0,5,0,0,0
45.14,14,0,17,1,2,1
157.96,23,0,5,1,2,0
283.01,2,0,19,0,1,1
97.61,22,0,4,1,0,0
135.34,10,0,7,1,1,0
163.53,9,0,17,1,2,0
186.46,17,0,11,0,1,0
50.26,3,0,6,0,1,0
5.26,12,0,13,1,2,0
51.4,5,0,12,1,2,0
112.01,20,0,5,0,2,0
59.85,12,1,10,1,1,0
138.22,19,0,11,1,1,0
44.16,4,0,9,0,1,0
100.72,19,0,13,0,0,0
20.63,13,0,3,0,3,0
138.38,12,0,17,1,0,0
78.9,13,0,18,1,3,1
22.82,7,0,5,0,2,0
34.52,15,0,16,1,3,0
138.07,12,0,16,1,0,1
65.89,23,0,11,1,2,0
24.34,14,1,4,1,3,0
341.95,18,0,9,0,3,0
125.57,0,0,15,1,3,0
314.97,21,0,12,0,1,0
55.71,1,0,16,1,2,0
64.45,17,1,4,0,1,1
228.23,18,0,3,0,2,0
74.45,7,0,4,1,3,0
122.85,2,0,2,0,3,0
29.06,22,0,19,1,0,0
59.19,13,0,7,1,3,0
13.18,8,1,2,0,1,0
23.06,7,0,1,0,1,0
0.09,16,0,18,0,3,0
4.01,22,0,8,0,1,0
378.47,22,0,8,1,3,0
27.75,23,0,10,1,0,0
108.86,15,0,18,0,0,0
182.7,9,0,11,0,3,0
80.0,20,0,1,0,0,0
16.62,9,0,7,1,3,0
130.24,23,0,8,0,1,0
91.69,5,0,14,1,3,0
131.4,21,0,19,1,2,0
146.86,16,0,8,0,2,0
370.54,15,0,19,1,3,0
85.23,14,1,4,1,3,0
41.8,21,1,10,1,3,0
104.54,13,1,10,0,0,0
7.09,3,1,4,0,2,0
227.69,3,0,8,1,3,0
12.71,1,1,7,0,3,0
39.73,10,1,15,1,1,0
169.14,3,0,8,0,1,0
90.96,20,0,10,1,0,0
50.03,20,0,7,0,0,0
64.14,15,0,19,0,2,0
192.79,20,0,3,1,2,0
41.55,3,0,9,0,3,0
203.75,0,0,16,1,2,0
9.23,23,0,14,0,3,0
149.97,18,0,7,0,0,0
188.09,1,1,12,0,0,0
20.07,8,0,1,0,0,0
56.27,22,1,16,1,1,0
18.09,12,0,3,1,2,0
122.62,17,0,1,1,0,0
76.65,15,0,6,1,0,0
100.87,15,0,2,0,0,0
21.88,9,0,7,0,2,0
23.79,8,0,8,1,2,0
4.24,10,0,13,1,1,0
38.87,3,0,16,1,1,0
82.04,9,0,10,1,1,0
195.15,2,0,4,0,1,0
109.94,5,0,13,1,0,0
57.16,2,0,17,0,3,0
306.02,8,0,8,0,1,0
127.03,2,1,8,0,3,0
266.16,17,0,7,0,0,0
74.99,7,1,1,0,0,1
29.96,21,0,15,0,2,0
5.43,7,0,15,0,3,0
129.49,14,0,19,1,3,0
12.93,12,0,4,1,0,0
36.06,6,0,6,0,2,0
76.03,18,0,10,1,1,0
83.11,7,0,12,0,1,0
91.77,9,0,4,1,2,0
18.18,16,1,6,1,2,0
47.76,0,0,14,1,1,0
96.02,12,1,13,1,0,0
350.05,12,0,3,1,0,0
130.06,23,0,15,1,2,0
255.88,15,0,3,1,0,0
143.64,8,0,5,1,0,0
89.58,9,1,13,0,3,0
21.32,5,0,15,0,1,0
109.87,4,0,17,0,2,1
97.65,1,1,6,1,1,0
92.25,10,0,18,0,3,0
67.29,8,0,3,0,0,0
75.22,5,0,9,1,0,0
40.71,7,0,8,0,3,0
73.25,8,0,11,0,1,0
22.01,8,0,11,1,3,0
163.57,7,0,8,1,0,0
20.55,11,0,1,0,0,0
8.88,7,0,2,1,1,0
57.31,2,1,4,1,0,0
107.38,12,0,2,0,1,0
57.57,18,0,2,1,2,0
32.4,1,0,13,0,0,0
81.68,16,0,6,1,0,0
42.62,15,0,4,1,1,0
270.11,3,0,15,0,2,0
255.94,17,0,3,1,0,0
69.79,13,1,4,1,0,0
39.73,1,0,17,0,2,0
133.61,12,0,6,1,0,0
3.74,20,0,2,1,1,0
64.39,19,0,13,1,2,0
41.0,16,0,15,1,2,0
253.24,14,0,5,0,3,0
1.21,19,0,19,1,0,0
80.48,4,0,6,1,2,0
134.96,6,1,17,1,2,1
66.36,17,0,1,1,2,0
8.93,23,0,2,1,3,0
359.22,10,0,1,0,0,0
72.98,17,0,8,1,2,0
95.24,4,0,4,0,0,0
27.0,12,0,18,0,2,0
66.07,17,0,9,0,1,0
56.06,1,0,15,0,2,0
7.78,19,0,16,1,2,0
11.22,3,0,3,0,3,1
181.69,12,0,1,1,2,0
27.42,23,1,13,1,1,1
21.69,15,0,14,0,2,0
70.3,5,0,6,0,1,0
146.42,7,1,5,1,1,0
6.39,15,0,5,0,1,0
85.99,12,0,4,1,3,0
12.69,22,0,12,0,0,0
3.71,3,0,14,1,0,1
5.42,1,1,14,1,1,0
179.68,8,0,11,0,3,0
12.55,17,1,10,0,3,0
4.62,16,0,10,0,0,0
57.61,7,1,9,0,1,0
185.79,14,0,2,1,0,0
30.44,8,1,14,0,0,0
54.77,16,1,7,1,3,0
4.07,22,0,17,1,3,0
59.62,1,0,8,1,2,0
86.18,5,0,4,1,3,0
84.61,4,1,5,0,3,1
40.41,16,0,13,0,0,0
37.91,1,0,7,1,3,0
11.27,17,1,6,1,3,1
45.7,9,0,17,0,0,0
10.48,9,0,6,0,3,0
145.5,5,0,19,1,3,0
338.95,11,0,3,1,2,0
350.9,16,0,9,1,1,0
200.3,12,0,15,0,2,0
91.83,19,0,8,0,3,0
120.69,15,0,15,0,0,0
33.58,9,0,1,1,0,0
99.63,20,0,8,0,1,0
60.82,1,0,4,1,0,0
65.78,1,0,10,0,3,1
141.79,22,0,16,1,2,0
33.12,6,0,18,0,1,1
38.28,5,0,4,1,2,0
258.55,0,0,8,1,0,0
5.79,11,0,4,1,3,0
66.48,12,1,10,0,1,0
243.96,11,0,4,0,0,0
94.25,18,0,16,1,0,0
79.06,8,0,12,1,2,0
28.73,9,1,10,1,0,0
42.05,16,0,11,1,2,0
191.09,17,1,2,1,0,0
81.92,7,0,16,1,2,1
72.31,6,0,19,1,2,0
10.49,8,0,12,1,3,0
1.62,9,0,4,1,1,0
331.55,11,0,17,0,1,0
47.32,14,0,12,1,3,0
92.44,14,0,16,1,0,0
8.31,3,0,3,1,0,0
114.92,3,0,2,1,1,0
269.66,22,0,7,0,2,0
85.72,0,0,6,1,2,0
13.48,11,1,1,1,1,0
87.16,1,0,15,1,1,0
145.39,14,0,12,1,3,0
52.16,16,0,13,1,0,0
211.89,6,0,8,0,2,0
104.61,5,0,9,1,3,1
229.51,11,0,1,1,1,0
97.69,18,0,5,1,3,0
14.07,0,0,7,0,3,0
37.06,20,0,18,0,2,0
22.54,13,0,8,0,3,0
239.5,3,0,10,0,2,0
142.88,4,0,8,1,1,0
112.82,0,0,12,1,2,0
35.81,0,0,16,0,0,1
20.34,20,1,12,0,1,0
141.24,5,0,3,1,2,0
64.28,4,0,18,0,1,1
25.59,1,0,5,1,3,0
95.87,20,0,14,0,1,0
4.12,4,1,16,0,2,0
39.48,8,1,6,0,3,1
63.22,18,0,16,0,0,0
16.01,20,0,14,0,1,0
417.69,14,0,5,0,2,0
23.46,12,0,14,1,1,0
13.97,11,1,11,1,1,0
22.76,4,0,9,1,2,0
146.56,1,0,7,1,0,0
55.43,3,0,5,0,2,0
83.34,17,0,15,1,1,0
2.12,20,1,13,0,0,0
3.5,9,0,12,0,0,0
59.03,12,0,15,0,0,0
169.64,11,0,19,1,0,0
216.49,1,0,19,0,1,1
9.07,14,1,10,0,2,0
77.3,13,1,17,0,2,0
244.45,9,1,16,0,3,0
49.1,21,0,5,1,3,0
176.94,7,0,4,0,3,0
14.35,14,0,10,1,0,0
273.95,12,0,6,0,0,0
139.2,7,0,11,1,2,0
283.59,20,0,11,1,0,0
112.89,20,0,16,1,2,0
45.16,21,0,14,1,3,0
278.35,13,0,19,1,2,0
32.24,0,0,4,1,0,0
40.37,12,1,5,1,2,0
120.67,7,0,19,0,2,0
144.95,17,0,17,0,2,1
265.08,21,1,18,1,0,0
22.92,8,0,8,1,1,0
159.95,12,0,4,1,3,0
134.15,2,0,18,0,1,0
6.59,17,0,11,0,1,0
48.98,9,0,14,0,1,0
33.24,4,1,13,1,1,0
36.31,5,0,16,1,0,1
407.14,7,0,12,1,0,1
102.94,23,0,9,0,1,0
126.47,6,0,7,1,1,0
375.58,20,0,10,1,2,0
47.35,17,0,17,1,2,0
161.87,13,0,18,0,3,0
57.01,14,0,7,1,3,0
203.66,9,0,3,1,3,0
19.93,20,0,15,0,2,0
295.05,11,0,16,0,1,0
24.69,6,0,17,0,1,1
39.49,6,0,13,0,3,0
141.14,10,0,3,1,3,0
50.05,12,1,5,1,0,1
93.7,14,1,9,1,3,0
58.8,17,0,18,0,2,0
135.62,6,0,11,0,2,0
25.92,5,0,11,0,3,0
6.02,22,0,16,0,3,0
35.66,10,0,8,1,0,0
64.3,7,0,2,1,0,0
18.39,19,0,10,0,0,0
43.82,0,0,6,1,2,0
51.08,7,0,4,1,0,0
5.91,7,0,5,0,1,0
87.54,18,0,11,1,1,0
215.71,2,0,12,1,1,0
16.46,4,0,16,1,0,1
91.08,2,1,14,0,2,0
109.28,14,0,14,0,2,0
54.36,13,1,15,0,0,0
120.76,20,0,8,0,3,0
52.89,14,0,5,1,3,0
70.25,23,0,9,0,0,0
0.74,16,0,16,1,2,0
117.67,17,0,3,1,1,0
108.28,1,0,12,0,3,0
3.92,11,0,7,0,1,0
45.93,15,0,17,0,2,0
386.48,3,0,15,0,3,0
54.6,1,1,15,1,0,0
69.7,13,0,12,1,1,0
240.72,10,0,2,1,1,0
126.32,12,0,8,0,1,0
87.24,6,0,5,0,0,0
159.85,9,0,3,0,0,0
199.78,23,0,1,0,1,0
61.04,0,0,16,1,0,1
64.46,20,0,10,0,3,0
48.78,3,0,10,1,2,0
340.24,17,1,11,1,3,1
119.46,5,0,12,1,0,0
8.69,1,0,8,0,2,0
198.75,2,0,5,0,1,0
65.5,13,0,9,1,1,0
7.12,7,0,11,0,2,0
79.79,15,0,15,0,3,0
53.98,18,0,17,0,1,0
210.17,17,1,11,1,1,0
22.81,5,0,13,1,1,0
175.14,13,1,17,1,0,0
81.57,2,0,7,1,3,0
5.62,15,0,9,1,0,0
357.0,0,0,18,0,2,1
71.87,11,0,18,0,2,0
34.37,13,0,10,1,0,0
63.38,18,0,12,1,1,0
195.09,21,0,18,1,0,0
36.37,18,0,9,1,3,0
21.4,8,0,9,0,1,0
13.82,6,0,10,1,2,0
35.36,13,0,1,0,3,0
151.43,4,0,11,1,2,0
63.8,17,1,14,0,3,0
25.81,8,0,10,0,3,0
18.17,20,0,14,0,3,0
40.46,6,0,19,1,2,0
281.22,8,1,10,1,0,0
42.01,3,0,17,1,0,0
443.32,16,0,2,1,1,0
66.4,11,0,14,0,2,0
19.74,5,0,18,1,1,0
221.77,17,0,2,1,1,0
61.68,7,1,19,1,3,1
123.67,20,0,8,1,3,0
411.73,14,1,6,1,0,0
5.15,2,0,7,0,0,0
10.17,1,1,13,0,1,0
127.46,23,1,2,0,1,0
33.1,22,0,7,1,1,0
20.37,8,0,1,1,0,0
4.02,7,0,6,0,1,0
2.21,3,0,16,1,0,1
148.94,1,0,8,0,2,0
14.44,13,0,13,0,2,0
63.06,1,0,18,0,1,0
93.11,1,0,14,0,0,0
55.92,21,1,18,0,2,0
2.75,6,0,4,1,0,1
153.02,11,0,15,1,0,0
1.06,5,0,5,1,2,0
143.5,17,0,14,1,1,0
223.78,3,0,16,0,1,0
56.71,18,0,15,0,2,0
76.69,12,0,11,0,3,0
64.81,19,0,2,0,0,0
49.3,20,0,18,1,3,0
218.41,22,0,4,0,1,0
224.37,1,0,15,0,0,0
40.92,7,0,12,0,2,0
95.47,18,0,3,1,1,0
261.6,8,0,4,0,1,0
327.17,3,1,16,0,1,0
71.12,15,0,6,0,2,0
60.3,18,0,2,1,2,0
32.67,9,0,9,1,3,0
319.11,5,0,12,0,2,0
15.41,15,0,12,1,3,0
86.71,9,0,14,1,0,0
33.21,12,0,17,0,0,0
32.71,8,0,9,1,0,0
51.91,6,0,12,1,1,0
671.96,3,1,10,0,1,0
5.65,18,0,11,0,1,0
86.4,3,0,2,1,2,0
8.62,18,0,16,0,2,0
16.79,18,1,1,1,3,0
57.9,11,0,1,0,1,0
71.43,12,0,2,1,2,1
29.95,3,0,12,0,0,0
38.05,9,0,18,1,0,0
9.1,20,0,12,1,2,0
36.13,6,0,1,1,0,0
339.8,4,0,11,1,0,0
289.51,16,0,2,1,3,0
40.78,17,0,12,1,0,0
84.6,10,0,2,1,1,0
240.35,14,0,17,1,2,0
0.62,20,0,6,0,2,0
166.43,21,0,16,1,1,0
296.36,6,0,19,0,0,0
9.58,17,1,6,0,3,0
17.61,5,0,7,1,3,0
323.77,17,0,19,0,1,0
77.12,15,0,17,0,0,1
1.43,1,0,6,0,1,0
29.79,18,1,15,0,3,0
59.77,0,0,9,0,0,0
118.06,10,1,2,0,1,0
132.11,19,0,5,1,1,0
538.64,4,0,5,1,0,0
33.9,15,1,12,0,3,0
77.27,22,0,10,1,0,0
76.21,0,0,4,0,3,0
52.03,18,1,12,0,2,0
18.53,13,0,15,0,3,0
379.23,2,0,10,1,3,0
191.95,1,0,18,1,2,0
68.98,23,0,5,1,1,0
92.44,4,0,13,0,1,0
25.78,16,1,4,1,3,1
78.48,17,0,9,1,2,0
118.73,0,0,18,0,2,1
72.4,14,1,3,1,0,1
463.41,21,0,11,1,3,0
94.51,8,0,4,1,2,0
46.36,22,0,9,1,1,0
147.91,4,1,12,0,2,0
18.69,12,1,10,0,2,0
48.53,18,0,10,0,2,0
42.61,23,1,9,0,2,0
56.53,9,0,10,0,1,0
152.23,19,0,9,0,2,0
66.2,20,1,1,1,3,0
157.99,13,0,16,0,2,0
85.92,21,0,14,0,1,0
41.87,20,0,13,1,3,0
166.06,11,0,6,1,2,0
27.22,10,0,14,0,1,0
25.41,22,0,8,1,3,0
70.22,6,1,18,1,2,0
30.23,16,1,1,0,2,0
0.91,17,0,12,1,2,0
104.5,6,0,11,1,3,0
71.56,23,0,13,0,0,0
58.97,19,0,4,0,2,0
341.03,5,0,6,1,1,1
84.68,10,0,13,1,0,0
199.09,11,0,13,0,2,0
15.02,15,0,6,0,1,0
84.21,18,0,4,1,2,0
202.48,22,0,3,1,1,0
87.49,18,0,15,0,2,0
126.59,10,0,11,0,1,0
46.53,15,0,2,0,1,0
9.7,22,0,17,1,0,0
61.23,11,0,2,0,0,0
50.17,7,0,1,0,3,0
201.79,2,0,5,0,1,0
27.97,1,0,17,1,1,0
340.32,5,0,1,1,0,0
317.34,15,0,7,1,3,0
28.45,19,1,3,0,1,1
42.78,23,0,16,0,2,1
225.91,14,0,16,0,2,0
339.99,13,1,12,0,3,1
58.6,1,0,9,1,1,0
38.71,19,0,14,1,1,0
74.67,17,0,12,0,0,0
116.4,13,0,16,0,0,0
31.95,17,0,17,0,1,0
133.36,1,0,12,0,2,0
5.3,0,0,4,0,0,0
5.06,19,1,17,1,2,0
48.82,1,0,1,0,2,0
43.61,8,0,17,1,2,0
37.93,8,0,11,1,2,0
67.53,15,0,19,0,3,0
38.67,10,0,18,1,3,0
21.35,22,0,2,1,0,0
37.03,5,0,9,0,1,1
368.51,11,0,9,0,3,0
52.95,2,0,12,0,1,0
58.83,11,0,13,0,0,0
85.93,22,1,16,1,2,0
409.48,0,0,13,0,1,1
27.65,8,0,14,1,3,0
114.34,19,0,7,1,1,0
125.87,21,1,2,1,3,0
93.48,5,1,12,0,1,0
9.27,10,0,17,1,3,0
112.97,2,0,5,1,2,0
6.62,3,0,10,0,1,1
90.67,9,0,18,1,0,0
134.55,18,0,3,1,1,0
23.7,5,0,13,0,3,0
184.28,0,0,13,1,1,0
3.08,7,0,10,1,0,0
185.67,7,0,2,1,2,0
61.68,5,0,16,0,1,0
24.54,16,0,4,1,2,0
14.36,18,0,19,0,2,0
306.42,0,0,5,0,2,0
7.54,14,1,7,0,3,0
22.2,12,0,9,1,1,0
42.74,20,0,5,1,1,0
96.82,2,0,8,1,0,0
78.7,1,0,2,1,2,1
13.43,2,1,7,0,3,0
34.21,8,0,4,1,3,0
27.28,15,0,15,1,0,0
24.02,23,0,18,0,1,0
52.96,12,1,2,1,1,0
121.75,18,0,14,0,3,0
24.52,17,0,10,0,3,0
45.68,20,0,5,0,0,0
49.58,11,0,12,0,3,0
374.89,11,0,10,1,3,0
309.37,0,0,18,0,0,0
161.01,19,0,6,0,2,0
27.66,7,0,12,1,3,0
7.05,16,0,1,0,1,0
38.11,20,1,7,0,2,1
31.03,19,1,12,1,3,0
70.51,21,0,7,0,2,0
150.39,6,0,9,1,3,0
195.42,8,1,15,1,1,0
186.35,16,0,12,0,3,0
44.58,9,0,13,1,1,0
116.23,3,1,4,0,3,0
37.52,21,0,10,1,3,0
6.28,6,0,3,1,2,0
120.92,6,0,5,0,0,0
0.99,7,0,4,0,1,0
52.62,23,0,19,1,2,0
39.96,23,1,15,0,0,1
118.21,7,0,7,0,2,0
145.35,15,0,3,0,1,0
36.25,11,0,16,1,0,0
166.93,14,0,15,0,0,0
34.8,7,0,18,1,0,1
59.12,21,0,3,1,1,0
129.84,8,1,14,1,1,0
118.06,2,0,1,0,2,0
437.16,21,0,7,0,3,0
25.51,20,0,2,0,3,0
108.57,15,0,10,0,3,0
94.08,14,0,16,0,3,0
246.63,23,0,12,0,2,0
17.0,3,1,18,1,1,1
139.35,19,0,6,1,2,0
84.0,15,0,17,0,0,0
32.11,9,0,8,1,1,0
64.33,10,0,9,1,1,0
40.61,4,0,19,1,3,0
86.59,10,0,2,0,2,0
219.82,12,0,7,1,3,0
84.24,14,0,11,1,1,0
99.89,5,0,13,1,3,1
73.14,15,0,10,0,0,0
5.25,14,0,15,1,1,0
26.51,10,0,7,0,0,0
67.73,19,0,6,0,1,0
37.14,1,0,12,0,3,0
20.06,1,0,3,0,1,1
70.14,11,0,16,1,1,1
38.98,15,1,9,1,2,1
29.86,18,0,10,1,2,0
62.36,1,0,13,1,0,0
14.3,16,1,8,1,2,0
262.76,13,1,6,1,1,0
202.27,23,1,3,1,2,0
122.97,15,0,12,1,3,0
11.23,4,1,9,0,2,0
149.56,9,0,9,0,0,0
165.0,16,0,11,1,1,0
146.0,12,0,6,0,3,0
12.1,15,1,2,0,3,0
103.26,8,0,7,0,0,0
179.77,23,0,9,1,2,0
86.12,3,0,19,0,1,0
103.96,23,0,18,0,0,0
61.32,15,1,12,1,3,0
75.23,22,0,11,1,3,0
3.5,10,0,10,1,3,0
101.88,6,0,3,0,0,0
8.5,16,0,12,0,3,0
57.1,21,0,4,1,1,0
34.62,12,0,10,1,3,0
78.84,3,0,2,1,0,0
14.32,13,0,12,1,0,0
117.65,9,0,11,1,3,0
158.48,9,0,14,0,0,0
17.84,9,0,15,1,2,0
11.02,11,1,14,0,0,0
15.73,1,0,12,1,2,0
209.66,22,0,2,0,0,0
75.12,8,0,2,0,0,0
62.97,4,0,1,1,0,0
11.28,7,1,15,0,3,0
104.86,20,0,10,0,0,0
202.5,13,0,1,1,1,0
176.13,6,0,1,0,3,0
98.36,6,0,1,0,2,0
7.83,8,0,11,0,1,0
11.92,2,0,12,1,1,1
5.06,13,0,15,1,1,0
29.77,16,1,14,0,1,0
14.58,17,0,1,0,0,0
30.12,11,1,1,1,0,1
48.62,21,0,6,1,1,0
286.44,13,0,3,0,3,0
94.26,12,0,14,0,1,0
180.17,13,0,6,0,2,0
123.91,8,0,8,1,1,0
11.94,18,0,15,0,0,0
133.15,1,0,17,0,2,0
32.17,10,0,9,0,3,0
101.92,16,0,16,1,1,0
41.7,1,0,1,0,2,0
606.29,18,1,16,0,1,0
30.59,6,0,19,0,3,0
32.73,17,0,9,1,3,0
266.89,12,0,17,0,2,0
2.5,4,0,6,0,3,1
119.3,17,0,14,1,2,0
129.22,22,0,18,0,3,0
181.02,23,0,14,1,0,0
366.67,23,0,7,1,2,0
371.33,15,0,10,1,1,0
6.75,14,0,16,1,2,0
172.51,7,0,7,1,3,0
103.93,14,0,6,1,3,0
104.23,0,1,6,0,3,0
13.74,16,0,7,1,1,0
105.04,14,1,17,0,1,1
404.46,13,0,8,1,3,0
242.84,13,0,2,0,0,0
57.83,9,0,19,0,2,0
4.08,1,1,7,1,3,0
44.99,5,0,12,0,0,0
175.09,16,0,3,0,1,0
120.9,4,0,4,1,3,1
61.5,4,1,11,0,2,1
5.67,14,0,12,0,2,0
55.67,14,0,19,1,1,0
63.3,19,0,19,0,3,0
263.88,10,0,11,0,3,0
102.47,4,0,13,1,3,0
37.35,0,0,1,0,0,0
74.51,10,0,6,0,0,0
6.83,10,0,16,1,3,0
359.61,5,0,2,0,2,0
44.64,22,0,14,1,0,0
64.98,7,0,18,1,2,1
43.89,1,0,17,0,0,1
114.73,14,0,18,0,1,1
108.54,22,0,19,1,1,0
125.64,21,0,15,1,1,0
31.22,8,0,2,1,2,0
37.93,14,0,4,1,2,0
13.38,7,0,1,0,3,0
106.57,15,0,8,1,3,0
4.06,13,0,14,0,1,0
91.05,14,0,11,0,1,0
203.79,19,0,14,0,0,0
221.49,12,0,16,0,1,1
59.61,8,0,10,0,1,0
61.49,0,0,7,0,1,0
8.01,5,1,16,0,2,1
111.1,7,1,4,0,2,0
172.18,19,0,12,1,1,0
28.06,17,0,12,0,0,0
54.7,17,0,2,0,0,0
182.54,16,1,6,0,3,0
209.66,20,0,15,1,1,0
27.86,15,0,15,0,2,0
79.98,12,0,16,0,1,0
21.38,21,0,3,0,0,0
10.75,3,0,1,0,2,0
242.05,3,0,12,1,2,0
171.76,20,1,15,1,2,0
142.73,13,0,19,0,3,0
5.0,4,0,6,0,1,0
185.62,15,0,19,1,1,0
57.63,13,0,17,1,1,0
41.92,13,0,9,1,0,0
79.07,13,0,13,1,2,0
9.58,23,1,15,1,2,0
141.32,13,0,16,1,0,0
87.33,18,0,13,0,3,0
20.65,2,1,2,0,0,1
20.85,16,1,2,1,2,0
20.36,13,0,11,1,3,0
5.87,9,0,16,1,3,0
88.62,12,0,17,0,2,0
183.48,21,0,3,1,0,0
1.77,3,1,1,0,1,0
5.02,10,0,18,0,1,1
85.04,14,0,14,1,1,0
171.2,14,0,9,1,0,0
39.56,23,0,9,0,2,0
43.02,1,0,12,0,0,0
90.72,10,1,3,0,1,0
32.05,1,0,2,1,1,0
2.7,22,1,1,1,1,1
132.89,4,0,9,1,0,0
98.26,12,0,13,0,0,0
86.93,0,0,16,1,1,0
135.36,6,0,19,1,3,0
112.46,6,0,10,1,1,0
23.05,9,0,5,0,2,0
43.46,5,0,14,1,0,0
13.48,19,0,15,1,3,0
13.91,11,0,3,1,3,0
112.76,12,0,9,1,2,0
195.62,23,0,1,1,1,0
328.96,10,0,1,0,1,0
98.98,17,0,19,0,1,0
20.35,1,0,6,0,2,1
11.17,15,0,11,0,0,0
167.59,1,0,18,0,0,0
86.45,18,0,14,1,2,0
96.31,5,0,16,0,0,0
152.08,0,0,1,0,2,0
121.5,10,1,10,1,2,0
179.85,17,0,10,0,3,0
5.79,9,0,13,0,3,0
137.64,17,1,1,0,0,0
190.28,0,1,3,0,3,0
33.71,18,0,14,1,0,0
102.29,15,0,16,1,2,0
37.71,6,1,6,0,0,0
316.94,14,0,1,0,3,1
3.4,0,0,5,1,0,0
86.7,22,0,8,0,3,0
18.21,20,0,12,1,2,0
124.56,8,1,1,1,1,0
19.35,1,0,13,0,2,0
26.84,16,0,9,0,3,0
68.2,23,0,8,0,0,0
246.32,9,0,13,0,3,0
23.79,5,0,2,0,3,0
15.58,4,1,15,0,1,0
142.29,7,0,14,0,0,0
69.44,7,0,19,0,3,0
242.8,4,0,9,0,2,0
15.85,11,0,19,0,2,0
103.83,6,0,14,1,3,0
26.51,12,0,8,0,3,0
17.05,12,0,5,0,3,0
115.02,16,0,7,1,3,0
90.06,3,0,4,1,2,0
140.58,17,0,8,0,1,0
37.03,9,0,4,1,3,0
59.42,2,0,1,0,0,1
52.0,11,0,8,1,1,0
414.08,0,0,7,1,2,0
34.57,10,0,11,1,3,0
34.93,17,0,16,0,3,0
43.78,12,0,17,1,3,0
83.15,16,0,5,1,3,0
29.08,7,0,7,1,0,0
246.85,19,1,10,1,3,0
30.88,18,0,13,1,2,0
226.16,16,0,15,1,0,0
10.92,1,0,6,0,1,0
106.88,2,0,2,0,1,0
237.5,2,0,4,0,1,1
18.48,5,1,14,1,3,0
345.23,9,0,15,1,1,0
60.31,23,0,14,1,0,0
291.35,21,0,4,0,0,0
112.95,17,0,6,1,1,0
35.89,17,0,7,1,1,0
20.86,13,0,13,1,0,0
36.2,15,1,17,1,2,0
9.76,6,0,17,1,1,0
15.53,0,0,4,1,0,0
11.06,16,0,19,0,1,0
54.98,22,0,13,0,0,0
158.76,4,0,9,0,3,0
15.24,0,0,2,1,1,0
13.96,20,0,18,0,1,0
103.12,16,1,17,1,2,0
21.96,9,0,7,1,2,0
10.27,11,0,17,0,2,0
18.25,19,0,10,1,2,0
257.35,1,0,14,0,1,0
172.3,22,1,12,0,1,0
43.71,15,1,12,0,2,0
106.66,14,1,17,1,2,0
77.06,12,0,19,1,1,0
113.05,17,1,14,1,3,0
114.78,19,1,17,0,0,0
99.08,21,0,15,0,2,0
30.94,13,0,6,0,0,0
3.98,17,0,19,1,3,0
60.8,1,0,6,1,3,0
221.62,1,0,6,1,3,0
84.28,2,0,4,1,1,1
178.61,4,0,1,0,0,0
478.24,15,0,19,1,3,1
17.87,21,0,11,1,2,0
117.69,14,0,7,0,3,0
112.18,11,0,2,1,2,0
390.98,8,1,4,1,2,0
424.06,13,1,6,0,3,0
116.05,20,1,5,1,2,0
27.92,15,0,9,0,2,0
160.22,10,0,11,1,1,0
11.32,5,0,18,0,0,0
151.73,9,0,17,1,1,0
241.01,7,1,13,0,1,0
48.26,15,0,17,1,1,1
99.6,2,0,10,1,0,0
56.24,1,0,18,0,0,1
57.58,15,1,17,0,3,0
37.16,18,0,12,0,1,0
143.6,8,0,15,1,0,0
275.16,15,0,19,0,3,0
282.6,21,0,15,1,1,0
19.21,3,0,13,0,1,0
207.74,9,1,7,1,2,0
133.72,18,0,11,1,0,0
29.15,12,0,8,0,2,0
6.97,17,1,16,1,1,0
31.2,14,0,11,0,1,0
243.28,3,1,5,0,1,0
100.29,8,1,7,0,3,0
127.67,3,0,16,1,2,0
29.73,15,0,16,1,2,0
127.08,20,0,17,1,1,0
2.85,14,1,19,1,2,0
47.05,23,1,15,0,1,0
